symbol,entry_time,exit_time,direction,lots,per_lot_risk,risk_pct_used,scaled_pnl,equity_after_entry,exit_reason,skipped
LC,2026-05-22 09:10:00,2026-05-22 09:15:00,short,2,320.0,0.524,-711.34,122094.77,stop_loss,False
LC,2026-05-25 09:10:00,2026-05-25 09:40:00,long,0,1660.0,0.0,-0.0,121383.43,stop_loss,True
LC,2026-05-25 13:40:00,2026-05-25 13:45:00,short,2,520.0,0.857,1887.48,121383.43,take_profit,False
AG,2026-05-26 09:10:00,2026-05-26 09:15:00,long,1,645.0,0.523,-701.66,123270.91,stop_loss,False
LC,2026-05-26 09:10:00,2026-05-26 09:15:00,long,1,580.0,0.471,1063.66,123270.91,take_profit,False
AG,2026-05-26 13:40:00,2026-05-26 13:45:00,short,1,240.0,0.194,379.02,123632.91,take_profit,False
PS,2026-05-26 13:40:00,2026-05-26 13:45:00,short,2,105.0,0.17,-255.44,123632.91,stop_loss,False
AG,2026-05-26 21:10:00,2026-05-26 21:15:00,short,1,270.0,0.218,-325.86,123756.49,stop_loss,False
PS,2026-05-27 09:10:00,2026-05-27 09:15:00,long,4,225.0,0.729,-989.6,123430.63,stop_loss,False
LC,2026-05-27 13:40:00,2026-05-27 14:55:00,short,0,2500.0,0.0,0.0,122441.03,forced_close,True
AG,2026-05-27 21:10:00,2026-05-27 21:30:00,short,1,930.0,0.76,-984.24,122441.03,stop_loss,False
LC,2026-05-28 09:10:00,2026-05-28 09:30:00,long,1,660.0,0.543,1224.47,121456.79,take_profit,False
AG,2026-05-28 09:10:00,2026-05-28 09:50:00,short,0,1680.0,0.0,0.0,121456.79,take_profit,True
LC,2026-05-28 13:40:00,2026-05-28 14:55:00,long,0,1320.0,0.0,-0.0,122681.26,forced_close,True
AG,2026-05-28 21:10:00,2026-05-28 21:15:00,short,1,570.0,0.465,-623.66,122681.26,stop_loss,False
AG,2026-05-29 09:10:00,2026-05-29 09:30:00,long,1,810.0,0.664,-865.53,122057.6,stop_loss,False
